x	y	mean_x	mean_y	log2FC	gene
scdrs_N	scdrs_T	0.065	0.04	-0.7004397	1_1577075_1598012
scdrs_N	scdrs_T	0.061666667	0.05	-0.30256277	1_1600096_1613758
scdrs_N	scdrs_T	0.06	0.051666666	-0.2157287	1_1630610_1632095
scdrs_N	scdrs_T	0.05	0.05	0.0	1_1659012_1659325
scdrs_N	scdrs_T	0.5416667	0.53	-0.03141309	1_1692728_1702730
scdrs_N	scdrs_T	0.01	0.018333333	0.87446904	1_1724324_1724838
scdrs_N	scdrs_T	0.051666666	0.045	-0.19930871	1_1745999_1751232
scdrs_N	scdrs_T	0.01	0.0	-inf	1_1780457_1785285
scdrs_N	scdrs_T	0.0016666667	0.0016666667	0.0	1_1891117_1891471
scdrs_N	scdrs_T	0.026666667	0.02	-0.4150376	1_1892658_1914827
scdrs_N	scdrs_T	0.005	0.0033333334	-0.5849624	1_1917296_1917590
scdrs_N	scdrs_T	0.0033333334	0.0016666667	-1.0	1_1919273_1921951
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2003837_2013213
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2015530_2019298
scdrs_N	scdrs_T	0.02	0.026666667	0.41503757	1_2030758_2049203
scdrs_N	scdrs_T	0.005	0.006666667	0.41503757	1_2050070_2050470
scdrs_N	scdrs_T	0.01	0.013333334	0.41503757	1_2220738_2228695
scdrs_N	scdrs_T	0.04	0.028333334	-0.49749956	1_2310119_2321253
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2391707_2391775
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2413797_2425980
scdrs_N	scdrs_T	0.0033333334	0.005	0.5849624	1_2505530_2508533
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2526628_2528745
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2547460_2549920
scdrs_N	scdrs_T	0.02	0.008333334	-1.2630343	1_2565382_2581560
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2584533_2586491
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2801717_2811850
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2812692_2814432
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2814998_2960658
scdrs_N	scdrs_T	0.0	0.0	0.0	1_2968707_3021483
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3022903_3059615
